Customer Name,Customer Site,town__city,County,Postcode,Country,Connection Status,accepted_to_connect_registered_capacity__mw_,already_connected_registered_capacity__mw_,maximum_export_capacity__mw_,maximum_import_capacity__mw_,Date Connected,Date Accepted
COOP PPA SITES,CRIGGIE FARM,MONTROSE,PERTH AND KINROSS,DD10 0DU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,0,26/04/2016,DATA NOT AVAILABLE
COOP PPA SITES,HALLMOSS FARM,FRASERBURGH,PERTH AND KINROSS,AB43 8YQ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.38,0.38,0,02/09/2015,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,FK17 8,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.1425,0.1425,0,22/09/2015,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,FK17 8,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.057,0.057,0,18/06/2015,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,FK17 8,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0,20/08/2015,DATA NOT AVAILABLE
WINDLINE (CAIRNBEG) LIMITED,WEST CAIRNBEG FARM,LAURENCEKIRK,PERTH AND KINROSS,AB30 1SR,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,11/09/2015,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,DD10 0,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,0,13/08/2015,DATA NOT AVAILABLE
BRAHAN HYDRO PARTNERSHIP,BRAHAN HYDRO,DINGWALL,PERTH AND KINROSS,IV7 8EQ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0.07125,14/08/2015,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,PH36 4,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.09405,0.09405,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,AB43 6,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,0.01045,18/09/2015,DATA NOT AVAILABLE
COOP PPA SITES,MIDTOWN OF GLASS WIND,HUNTLY,PERTH AND KINROSS,AB55 4XS,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,01/09/2015,DATA NOT AVAILABLE
COOP PPA SITES,NEWTON OF EDINGIGHT WINDFARM,KEITH,PERTH AND KINROSS,AB55 6TE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,0,09/09/2015,DATA NOT AVAILABLE
COOP PPA SITES,WAIRDS OF ALPITY WINDFARM,LAURENCEKIRK,PERTH AND KINROSS,AB30 1PJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,07/09/2015,DATA NOT AVAILABLE
CULLISSE PARTNERS,CULLISSE FARM WIND,TAIN,PERTH AND KINROSS,IV19 1QN,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.3135,0,02/09/2015,DATA NOT AVAILABLE
MESSRS F D A & D MCVICAR,LEPHINCHAPEL FARM HYDRO,OBAN,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.0855,0.0855,0,11/08/2016,DATA NOT AVAILABLE
G&B RENEWABLES LTD,SOUTH LASTS WIND PHASE 2,ABERDEEN,PERTH AND KINROSS,AB13 0ES,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,04/11/2015,DATA NOT AVAILABLE
BENMORE ESTATE LIMITED,BEMORE HYDRO,ISLE OF MULL,PERTH AND KINROSS,PA68 6EJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,16/09/2015,DATA NOT AVAILABLE
ATHOLL HYDRO LIMITED,TULLIEMET HYDRO,PITLOCHRY,PERTH AND KINROSS,PH9 0NW,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.24605,0.24605,0,25/08/2015,DATA NOT AVAILABLE
COOP PPA SITES,REDFORD FARM,LAURENCEKIRK,PERTH AND KINROSS,AB30 1HS,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.19,0.19,0,07/09/2015,DATA NOT AVAILABLE
THE MERK HYDRO PROJECT LLP,MERK HYDRO,INVERARAY,PERTH AND KINROSS,PA26 8BJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,0.0095,09/07/2015,DATA NOT AVAILABLE
FARR HYDRO SCHEME LLP,FARR HYDRO,INVERNESS,PERTH AND KINROSS,IV2 6XB,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,24/11/2015,DATA NOT AVAILABLE
GLENKILN HYDRO,BENLISTER GLEN,ISLE OF ARRAN,PERTH AND KINROSS,PA23 9AF,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.0095,27/05/2016,DATA NOT AVAILABLE
NIALL HALL T/A TORRISDALE CASTLE ESTATE,TORRISDALE HYDRO,CAMPBELTOWN,PERTH AND KINROSS,PA28 6QT,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0,21/10/2015,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,AB41 8,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,0,21/09/2015,DATA NOT AVAILABLE
SHAND BUILDING DESIGN LIMITED,HILTON PARK FARM WIND,BANFF,PERTH AND KINROSS,AB45 3AP,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.05035,0.05035,0,05/06/2015,DATA NOT AVAILABLE
FF WIND ENERGY LIMITED,INVERQUHOMERY FARM,PETERHEAD,PERTH AND KINROSS,AB42 4TU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.94905,0.94905,0,19/10/2015,DATA NOT AVAILABLE
COOP PPA SITES,PEATTIE FARM WIND,MONTROSE,PERTH AND KINROSS,DD10 0PP,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,27/10/2015,DATA NOT AVAILABLE
J RHIND & CO,WOODSIDE FARM,FORRES,PERTH AND KINROSS,IV36 3UA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,21/08/2015,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,AB45 2,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.0095,24/03/2016,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,AB51 0,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,0,08/07/2016,DATA NOT AVAILABLE
JOHN RENNIE & SONS (FARMERS) LTD,GASK FARM,TURRIFF,PERTH AND KINROSS,AB53 8BP,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,0.095,24/11/2015,DATA NOT AVAILABLE
WESTER KERROWGAIR FARM ENERGY LTD,WEST KERROWGAIR FARM BIOGAS,INVERNESS,PERTH AND KINROSS,IV2 7JE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.47405,0.47405,0,18/09/2015,DATA NOT AVAILABLE
BROADLAND ENERGY (MOY) LTD,MOY HYDRO GENERATING STATION,FORT WILLIAM,PERTH AND KINROSS,PH33 7PD,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.38,0.38,0.0095,14/01/2016,DATA NOT AVAILABLE
CHAMP POWER LTD,WIND GENERATING STATION,HUNTLY,PERTH AND KINROSS,AB54 4TH,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.019,24/09/2015,DATA NOT AVAILABLE
ALBION CAPITAL GROUP LLP,BRUACHAIG HYDRO,ACHNASHEEN,PERTH AND KINROSS,IV22 2PA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.01425,19/12/2016,DATA NOT AVAILABLE
ANNAT BURN HYDRO LIMITED,MILTON OF CAMBUS FARM,DOUNE,PERTH AND KINROSS,FK16 6HG,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,03/12/2015,DATA NOT AVAILABLE
KILSYTH LIMITED,BURN OF MAR HYDRO,GLASGOW,PERTH AND KINROSS,G63 0JE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.5225,0.5225,0,11/10/2015,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,AB53,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.21375,0.21375,0,24/09/2015,DATA NOT AVAILABLE
GOSHAWK ENERGY LIMITED,EASTER ABERCHALDER HYDRO,INVERNESS,PERTH AND KINROSS,IV2 6UJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.7125,0.7125,0,28/10/2015,DATA NOT AVAILABLE
RATHBANE IOM HOLDING LIMITED,AUCHORRIE FARM,INVERURIE,PERTH AND KINROSS,AB51 7NL,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
SOLARVENTUS ENERGY LTD,GLENBRAN FARM WIND,PERTH,PERTH AND KINROSS,PH14 9TB,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,DATA NOT AVAILABLE,DATA NOT AVAILABLE
WYVIS (HYDRO) LIMITED,UPPER WYVIS HYDRO,STRATHPEFFER,PERTH AND KINROSS,IV14 9AE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.266,0.266,0.01425,07/01/2016,DATA NOT AVAILABLE
BROADLAND ENERGY (LAUDALE) LTD,ALLT NA H'AIRIGH HYDRO,FORT WILLIAM,PERTH AND KINROSS,PH33 7AF,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.01425,11/12/2015,DATA NOT AVAILABLE
BROADLAND ENERGY (LAUDALE) LTD,LIDDESDALE BURN HYDRO,FORT WILLIAM,PERTH AND KINROSS,PH33 7AF,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.38,0.38,0.01425,31/03/2016,DATA NOT AVAILABLE
BROADLAND ENERGY (LAUDALE) LTD,ALLT NA CLOICHE HYDRO,FORT WILLIAM,PERTH AND KINROSS,PH33 7AF,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,0.01425,01/06/2016,DATA NOT AVAILABLE
COOP PPA SITES,EAST DRUMS FARM,BRECHIN,PERTH AND KINROSS,DD9 6TP,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,0,25/11/2015,DATA NOT AVAILABLE
PITNACREE HYDRO LLP,PITNACREE MICRO-HYDRO,PITLOCHRY,PERTH AND KINROSS,PH9 0PG,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.285,0.285,0,11/12/2015,DATA NOT AVAILABLE
BENMORE HYDRO LIMITED,BENMORE FARM HYDRO SCHEME,CRIANLARICH,PERTH AND KINROSS,FK20 8QS,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,30/08/2016,DATA NOT AVAILABLE
GREAT GABLE ENERGY LIMITED,KENDRUM HYDRO,LOCHEARNHEAD,PERTH AND KINROSS,FK19 8NT,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.7125,0.7125,0,21/10/2016,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,PA32 8,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.38,0.38,0.00475,09/12/2015,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,AB54 4,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,0,20/11/2015,DATA NOT AVAILABLE
GLEN HYDRO LEDCHARRIE LIMITED,LEDCHARRIE HYDRO,KILLIN,PERTH AND KINROSS,FK20 8QT,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.8075,0.8075,0,17/08/2016,DATA NOT AVAILABLE
HARMONY ENERGY 2 LIMITED,IMPORT,BRECHIN,PERTH AND KINROSS,DD9 7RW,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0.04275,01/03/2016,DATA NOT AVAILABLE
VENTUS ENERGY 1 LIMITED,JAMESFIELD FARM WIND,CUPAR,PERTH AND KINROSS,KY14 6EW,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.19,11/12/2015,DATA NOT AVAILABLE
COOP PPA SITES,BRANDSHILL NORTH WIND,MONTROSE,PERTH AND KINROSS,DD10 0DP,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,29/02/2016,DATA NOT AVAILABLE
STRATHLACHLAN HYDRO LTD,CASTLE LACHLAN HYDRO,CAIRNDOW,PERTH AND KINROSS,PA27 8BU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.21375,0.21375,0.00475,31/03/2017,DATA NOT AVAILABLE
GLENFINNART POWER STATION,IMPORT,DUNOON,PERTH AND KINROSS,PA23 8TT,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0,24/08/2017,DATA NOT AVAILABLE
DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.05985,0.05985,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
FORMARTINE RENEWABLE ENERGY LLP,CAIRNADAILLY WIND,ELLON,PERTH AND KINROSS,AB41 8QJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.7999,0.7999,0.0057,DATA NOT AVAILABLE,DATA NOT AVAILABLE
THE GREENSPAN AGENCY LIMITED,EAST GOWKHILL WIND,PETERHEAD,PERTH AND KINROSS,AB42 5SE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,0,DATA NOT AVAILABLE,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,PH15 2,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.94905,0.94905,0,23/03/2016,DATA NOT AVAILABLE
TULCHAN OF GLENISLA FOREST LTD,TULCHAN LODGE,BLAIRGOWRIE,PERTH AND KINROSS,PH11 8QW,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.114,0.114,0.038,24/12/2015,DATA NOT AVAILABLE
GLEN HYDRO CHESTHILL LIMITED,CHESTHILL HYDRO SCHEME,ABERFELDY,PERTH AND KINROSS,PH15 2NH,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.285,0.285,0,04/05/2016,DATA NOT AVAILABLE
FASSFERN GRIDCO LIMITED,FASSERN HYDRO,FORT WILLIAM,PERTH AND KINROSS,PH33 7NP,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.95,0.95,0.019,30/05/2016,DATA NOT AVAILABLE
MAINS OF MELROSE,MAINS OF MELROSE WIND,BANFF,PERTH AND KINROSS,AB45 3EN,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,0,28/07/2016,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,IV4 7L,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0,17/12/2015,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,AB43 8,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.0931,0.0931,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,DD10 0,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
THE GREENSPAN AGENCY LIMITED,TULLICH BURN HYDRO,STRATHCARRON,PERTH AND KINROSS,IV54 8YX,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.00285,03/09/2016,DATA NOT AVAILABLE
BALNOON WIND LTD,MUIRDEN FARM,TURRIFF,PERTH AND KINROSS,AB54 4NH,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,0.0475,01/11/2017,DATA NOT AVAILABLE
MULLARDOCH HYDRO LTD,ALLT MULLARDOCH HYDRO,BEAULY,PERTH AND KINROSS,IV4 7LX,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.01425,14/11/2016,DATA NOT AVAILABLE
ALBION CAPITAL,LIATRE BURN HYDRO,BEAULY,PERTH AND KINROSS,IV4 7LX,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.01425,14/11/2016,DATA NOT AVAILABLE
COOP PPA SITES,DENMOSS WIND,HUNTLY,PERTH AND KINROSS,AB54 6HT,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.019,11/05/2017,DATA NOT AVAILABLE
DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.13015,0.13015,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
BALDOON FARMS PARTNERSHIP,BRAEANTRA HYDRO,ALNESS,PERTH AND KINROSS,IV17 0YQ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.0912,0.0912,0.0038,11/05/2016,DATA NOT AVAILABLE
HYDRO ENERGY TRADING LIMITED,MUNERIGIE HYDRO,INVERGARRY,PERTH AND KINROSS,PH35 4HR,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.9405,0.9405,0.02375,29/12/2016,DATA NOT AVAILABLE
AUCHESSAN ESTATE PARTNERS,DATA NOT AVAILABLE,CRIANLARICH,PERTH AND KINROSS,FK20 8QS,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0,DATA NOT AVAILABLE,DATA NOT AVAILABLE
CAIRNHILL RENEWABLE ENERGY LTD,DATA NOT AVAILABLE,TURRIFF,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,0.0019,05/08/2016,DATA NOT AVAILABLE
COOP PPA SITES,LANGGLADDIE WINDFARM,DATA NOT AVAILABLE,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.21375,0.21375,0.0475,13/09/2016,DATA NOT AVAILABLE
COOP PPA SITES,AUCHMORE WINDFARM,INVERURIE,PERTH AND KINROSS,AB51 7NL,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,0,27/04/2016,DATA NOT AVAILABLE
DRUMS WIND LIMITED,DRUMS WIND,PETERHEAD,PERTH AND KINROSS,AB42 4TU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.9994,0.9994,0.00095,31/03/2016,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,HS3 3A,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0,13/05/2016,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,PH12 8,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.019,30/06/2016,DATA NOT AVAILABLE
UCW ENERGY LTD,DATA NOT AVAILABLE,STONEHAVEN,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,0,16/05/2016,DATA NOT AVAILABLE
ANNAT BURN HYDRO LIMITED,DATA NOT AVAILABLE,CALLANDER,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.3648,0.3648,0,24/08/2016,DATA NOT AVAILABLE
COOP PPA SITES,DATA NOT AVAILABLE,PERTH,PERTH AND KINROSS,PH2 9QW,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
TORRAN TECHNOLOGIES LTD,COULIN 5 HYDRO,ACHNASHEEN,PERTH AND KINROSS,IV54 8YU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
UPPER PITFORTHIE WINDGEN PLC,UPPER PITFORTHIE WINDGEN,LAURENCEKIRK,PERTH AND KINROSS,AB30 1LQ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.01045,18/08/2016,DATA NOT AVAILABLE
LAURA STRACHAN,BEN MOR HYDRO,ULLAPOOL,PERTH AND KINROSS,IV26 2YL,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.00475,28/11/2016,DATA NOT AVAILABLE
BRAEMAR COMMUNITY HYDRO LIMITED,LINN OF CORRIEMULZIE HYDRO,BALLATER,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0.095,20/05/2016,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,DD10 0,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COOP PPA SITES,DATA NOT AVAILABLE,LAURENCEKIRK,PERTH AND KINROSS,AB30 1LS,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.019,25/07/2016,DATA NOT AVAILABLE
COOP PPA SITES,DATA NOT AVAILABLE,LAURENCEKIRK,PERTH AND KINROSS,DD10 0SU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
RUMBLING BRIDGE COMMUNITY HYDRO SOCIETY LIMITED,COMMUNITY HYDRO SOCIETY LIMITED,KINROSS,PERTH AND KINROSS,KY13 0PS,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,19/08/2016,DATA NOT AVAILABLE
DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.0893,0.0893,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
RIGHTFIELDS DEVELOPMENT LTD,DATA NOT AVAILABLE,ELLON,PERTH AND KINROSS,AB41 7DD,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0.01425,18/05/2016,DATA NOT AVAILABLE
COOP PPA SITES,AUCHINEDEN HYDRO,GLASGOW,PERTH AND KINROSS,G63 9BB,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0,06/10/2016,DATA NOT AVAILABLE
DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
CLOCKEASY CONTRACTING LTD,WESTER CLOCKEASY FARM,ELGIN,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.2375,0.2375,0.01425,12/08/2016,DATA NOT AVAILABLE
DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,15/08/2016,DATA NOT AVAILABLE
CWE NW3 LIMITED,WIND GENERATING STATION,PETERHEAD,PERTH AND KINROSS,AB42 5PU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.21375,0.21375,0.0095,23/08/2016,DATA NOT AVAILABLE
LEO GROUP LIMITED,HILL OF COTTOWN,INVERURIE,PERTH AND KINROSS,AB51 0YA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.0095,09/09/2016,DATA NOT AVAILABLE
ALLY COIRE NAN LAOGH HYDRO SCHEME,ALLT COIRE NAN LAOGH HYDRO,ACHNASHEEN,PERTH AND KINROSS,IV22 2EE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.0475,25/10/2016,DATA NOT AVAILABLE
CHROMBAILL HYDRO SCHEME,ABHAINN SRATH CHROMBAILL,ACHNASHEEN,PERTH AND KINROSS,IV22 2PA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.0475,20/12/2016,DATA NOT AVAILABLE
GLEN HYDRO KINLOCHEWE LIMITED,ALLT AN RUIGH MHOR HYDRO,ACHNASHEEN,PERTH AND KINROSS,IV22 2PA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.0475,20/12/2016,DATA NOT AVAILABLE
GLEN HYDRO KINLOCHEWE LIMITED,ALLT CAOL HYDRO,ACHNASHEEN,PERTH AND KINROSS,IV22 2PA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.38,0.38,0.0475,20/12/2016,DATA NOT AVAILABLE
ALLT POWER,GLEANN A MUICE HYDRO,ACHNASHEEN,PERTH AND KINROSS,IV22 2PA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.0475,20/12/2016,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,DD8 3Q,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ND WIND LLP,NETHER DARLEY WIND,TURRIFF,PERTH AND KINROSS,AB53 8LH,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.0019,12/08/2016,DATA NOT AVAILABLE
APPIN HYDRO LIMITED,LOCHAN BLAR HYDRO,APPIN,PERTH AND KINROSS,PA38 4BB,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.0095,25/09/2017,DATA NOT AVAILABLE
TEWEL WIND (WINDVESTMENTS EASTER DRUMCLAIR LTD),ANNAMUICK FARM,STONEHAVEN,PERTH AND KINROSS,AB39 3UX,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.0095,12/09/2016,DATA NOT AVAILABLE
SOUTHESK SETTLEMENT TRUST,KINNAIRD WEIR HYDRO,BRECHIN,PERTH AND KINROSS,DD9 6TU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0,06/07/2016,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,AB54 7,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0.019,22/08/2016,DATA NOT AVAILABLE
DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.0855,0.0855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
FAIRLIE BIOFUELS LIMITED,KIRKTON OF MONKIE FARM AD,DUNDEE,PERTH AND KINROSS,DD5 3QN,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,0,05/08/2016,DATA NOT AVAILABLE
